Episode,Total Reward,Mean Distance,Final Distance,Minimum Distance,Mean Control Cost,Success,Steps
62,-8.112292241333197,0.15237645308310463,0.16200855852281287,0.052107628919183274,0.009869391743559391,False,50
63,-10.538801636702146,0.2015823141103238,0.15446877552371235,0.12037752858529403,0.009193718623719179,False,50
64,-5.75944848945151,0.10254168678818781,0.10774880565002648,0.0430148380608867,0.012647283000842436,False,50
65,-6.258474128047016,0.11311321802510893,0.10864942591587548,0.10765586636668478,0.01205626453583136,False,50
66,-7.862426442345873,0.14421181244464198,0.15072773813453536,0.038245514069987385,0.013036716402275488,False,50
67,-6.206253012467602,0.11559498291578996,0.12443172851111158,0.008086236865608677,0.008530077333562076,False,50
68,-8.777698108360365,0.166840595711576,0.13832148234505126,0.08103458581482907,0.008713366455631331,False,50
69,-12.078365597159038,0.22831290650119582,0.1716493581096761,0.16573992939036994,0.013254405441985,False,50
70,-7.674548518789091,0.14042430337958076,0.06573582469179247,0.056942536454577856,0.013066666996201093,False,50
71,-8.980339988576716,0.17366058142779164,0.20775149112178615,0.05765047846659244,0.005946218343742657,False,50
72,-8.050374323451525,0.14761198252178112,0.10085325586577179,0.08616542390386903,0.013395503947249381,False,50
73,-6.349022438888683,0.11558821741653164,0.1209925505610893,0.02041936041479353,0.011392231361242011,False,50
74,-6.460548922047528,0.12075870289188897,0.10807174741734808,0.007621351619993453,0.008452275549061597,False,50
75,-11.641748215520316,0.22435677116876995,0.1725174872458272,0.13382339096716495,0.008478193141636439,False,50
76,-7.1322036192459235,0.13445196183549277,0.16977950585423274,0.002940396608914703,0.008192110549425707,False,50
77,-8.083585352174131,0.15278474107390522,0.13717164448019092,0.06311865944722417,0.008886965969577432,False,50
78,-7.362200234527238,0.1350951492468792,0.17402013620016116,0.02688991178687958,0.012148855443665525,False,50
79,-12.655541162027074,0.24361657379876406,0.1853167262982648,0.1600730484481615,0.009494249441777356,False,50
80,-8.842619955269855,0.16405315149243144,0.10133066088353963,0.0973144819344388,0.0127992476129657,False,50
81,-5.711634784783615,0.10597594751087776,0.10589285709990083,0.045351703066808684,0.00825674818479456,False,50
82,-6.812852226442389,0.12349111475834462,0.04827337280181592,0.044995460618348186,0.012765929770503136,True,50
83,-7.551008225999363,0.1377509845414447,0.06685665523243749,0.06557941450795526,0.013269179978542524,False,50
84,-11.684408850488264,0.2204345373289952,0.15015667350476603,0.13932377893249015,0.013253639680769994,False,50
85,-7.50040069994691,0.14060065620773232,0.1355579542377073,0.04600122202219215,0.009407357791205868,False,50
86,-12.454148762061642,0.23561510861805526,0.18128847517964558,0.17706897110623188,0.013467866623177543,False,50
87,-6.05553591503368,0.1136648243447909,0.1273482715219151,0.05720212336428961,0.007445893955882639,False,50
88,-11.654979153568116,0.2249039355264362,0.15179245662088148,0.1249609962369394,0.008195647544926032,False,50
89,-7.472471063238482,0.14167467597134237,0.1779654477410052,0.032803576658597386,0.007774745293427259,False,50
90,-6.159024209652029,0.11468914326619226,0.11306299989333277,0.010096927969238313,0.008491340926848352,False,50
91,-10.031481009922215,0.1875869758450355,0.16937528795937465,0.11214073292434064,0.013042644353408833,False,50
92,-6.997333353441921,0.13091992333062488,0.1431875005742954,0.015907186953009054,0.009026743738213555,False,50
93,-4.815635078731532,0.08470429639709097,0.021160383684682035,0.02083874292841392,0.01160840517753968,True,50
94,-5.597350751822231,0.0994827800803119,0.1020272053056622,0.06633073146097594,0.012464234956132714,False,50
95,-7.324879541151953,0.13838026002462547,0.1567037945318743,0.017674610100615152,0.008117330798413605,False,50
96,-8.37952889667603,0.15390458208676672,0.13983097368799596,0.07161465092494161,0.01368599584675394,False,50
97,-7.80351321013543,0.14427117075566506,0.1467150280287183,0.0330638502992321,0.01179909344704356,False,50
98,-10.03590401220159,0.188198541671799,0.1535469263993351,0.11222350964693227,0.012519538572232704,False,50
99,-8.255382325711766,0.15771656878468207,0.07311268620127385,0.049147047629970284,0.007391077729553217,False,50
100,-11.968330757680349,0.2266543840955308,0.1700388211334663,0.15972912656894836,0.012712231058076213,False,50
