Episode,Update,Environment Steps,Total Reward,Mean Distance,Final Distance,Mean Control Cost,Steps
71,4,4096,-43.42630971609452,0.12504626946799907,0.017881055379264783,0.7434799248538911,50
72,4,4096,-58.79619803975293,0.21523786663021,0.19918656232840598,0.9606860941648483,50
73,4,4096,-51.27220352814,0.2261065169759888,0.14535363481147445,0.7993375535868108,50
74,4,4096,-47.155185653306084,0.20894351449682427,0.20319976979089913,0.7341601985692978,50
75,4,4096,-43.7200183086505,0.15590501427731973,0.14141835989893542,0.7184953518956899,50
76,4,4096,-48.853232753646715,0.14487844674283962,0.2716476412590915,0.8321862083300948,50
77,4,4096,-46.87632221149722,0.16955991182075297,0.05886859407927808,0.7679665324091911,50
78,4,4096,-44.4522771027603,0.1308180742493601,0.16175635027799792,0.7582274678058457,50
79,4,4096,-52.16661665588876,0.19082024835055286,0.16700663206750524,0.8525120847672224,50
80,4,4096,-43.05696851751905,0.12347017046830565,0.029043674709257058,0.7376691998820752,50
81,4,4096,-51.570912529483024,0.30978285711727205,0.31422508245494396,0.7216353934723884,50
82,5,5120,-47.49692381895805,0.15678064114892978,0.1439125476933781,0.7931578352302313,50
83,5,5120,-45.598344703323974,0.18429474923997805,0.186434747678536,0.7276721448265016,50
84,5,5120,-49.46775339232453,0.21445969284804037,0.19152425652530738,0.7748953749984503,50
85,5,5120,-47.448777644544585,0.21707047132074336,0.12913616234589745,0.7319050815701484,50
86,5,5120,-49.2430675021623,0.22456611184639633,0.19772529317640694,0.7602952381968499,50
87,5,5120,-50.77225583897553,0.20543400222689354,0.2007841979415024,0.8100111145526171,50
88,5,5120,-40.85403895922899,0.1364686191426513,0.11386294793627065,0.6806121600419283,50
89,5,5120,-50.64004943408329,0.2636251942031598,0.2443221463198016,0.7491757944785058,50
90,5,5120,-42.78867546905106,0.18168914380824083,0.2217299368589127,0.6740843655727804,50
91,5,5120,-43.781187146421374,0.15505788831941464,0.1558916677264105,0.7205658546090126,50
92,5,5120,-51.60107782299587,0.20019300127456938,0.0940574027460948,0.8318285551853478,50
93,5,5120,-56.69303198461237,0.3242428462067253,0.18116001596803794,0.8096177934855223,50
94,5,5120,-45.86527374361476,0.23871327995747754,0.05785714380967587,0.6785921949148178,50
95,5,5120,-46.28510354225936,0.13095168980759442,0.24040062882913346,0.7947503810375929,50
96,5,5120,-51.66511491993451,0.20134079611487818,0.34611369642202006,0.8319615022838116,50
97,5,5120,-42.96014392175186,0.16512147873350155,0.05780114614317073,0.6940813997015357,50
98,5,5120,-49.03948120636918,0.20041437902097736,0.27869360065839915,0.7803752451064065,50
99,5,5120,-49.068111212109194,0.15698860319564065,0.16199739276675454,0.8243736210465431,50
100,5,5120,-50.968552013316064,0.1958754637449396,0.380412248900262,0.8234955765213817,50
101,5,5120,-49.00491365045852,0.1567385256900134,0.10007858535360961,0.8233597473191572,50
102,5,5120,-45.38991463687779,0.24438587023700514,0.3017978070343197,0.6634124225005508,50
103,6,6144,-48.63164473661415,0.2108324200587733,0.12883969452610086,0.7618004746735096,50
104,6,6144,-47.80398960439118,0.2482427722270788,0.1748011114561522,0.7078370198607444,50
105,6,6144,-45.103364939311334,0.18024184343356256,0.20654125424279096,0.721825455352664,50
106,6,6144,-53.17323214496398,0.22379060729051134,0.19261329226859816,0.8396740356087684,50
107,6,6144,-49.880886135694695,0.20284247238332676,0.209481507398772,0.7947752503305674,50
108,6,6144,-47.69444043951437,0.17745721297680425,0.09422764015643188,0.776431595813483,50
109,6,6144,-49.95246652418664,0.22708425929730922,0.043426016205611824,0.7719650711864233,50
110,6,6144,-44.61665874647247,0.17103809105647536,0.22257737071258737,0.7212950838729739,50
111,6,6144,-41.56516191108575,0.1346909610790115,0.25124127387117057,0.6966122771427036,50
112,6,6144,-43.89950804540383,0.22217996804741363,0.17030397736947203,0.6558101928606629,50
113,6,6144,-44.57755024197161,0.16472210661072711,0.13680741872217414,0.7268288982287049,50
114,6,6144,-43.031168993560335,0.17352042328562056,0.09441685980589022,0.6871029565855861,50
115,6,6144,-50.102989291856694,0.20645447921176743,0.10908028677844327,0.7956053066253662,50
116,6,6144,-48.58936286936486,0.20632748325075398,0.30692455412038633,0.7654597741365433,50
117,6,6144,-44.61823624065349,0.2024753654529748,0.2547544197511299,0.6898893593600951,50
118,6,6144,-42.529207947858005,0.23731219339572554,0.12016780674601238,0.6132719655614346,50
119,6,6144,-46.01649311899739,0.25005635376415614,0.3027684777531215,0.6702735086157918,50
120,6,6144,-41.50400358355691,0.13040336666835348,0.06281915818495189,0.6996767050027848,50
121,6,6144,-46.03089403660596,0.1352642985287308,0.1515120834096195,0.7853535822033882,50
122,6,6144,-49.512359909397986,0.1353685013886813,0.11010601406380773,0.8548786967992783,50
123,7,7168,-48.376271073138795,0.16701957874727383,0.13051785627446386,0.8005058427155017,50
124,7,7168,-51.88000319987853,0.2583892417133488,0.09813703210875006,0.7792108222842217,50
125,7,7168,-47.45158203355714,0.2264493856280534,0.1595635873994685,0.7225822550430894,50
126,7,7168,-47.312790538206954,0.18813032506078972,0.1263080071623774,0.7581254857033491,50
127,7,7168,-43.63129714087587,0.12207153796274323,0.18121809785562712,0.7505544048547744,50
128,7,7168,-52.12349335424364,0.14975493772770154,0.0438709708501298,0.892714929357171,50
129,7,7168,-50.61872156778321,0.24585470126456926,0.3904203985532224,0.766519730091095,50
130,7,7168,-47.8543713235127,0.16963861847821293,0.1283714820512255,0.7874488079920411,50
131,7,7168,-49.28131241132189,0.1511579563775403,0.28742001148963797,0.8344682918488979,50
132,7,7168,-49.786182688377586,0.2328684659640449,0.13069858988002872,0.7628551878035068,50
133,7,7168,-50.440593067440126,0.17413196913665005,0.15184715742384777,0.8346798922121524,50
134,7,7168,-45.98393961750509,0.1407739950643066,0.05823665261747445,0.7789047972857952,50
135,7,7168,-48.60575716711327,0.19170732508445656,0.20335446368370427,0.7804078182578087,50
136,7,7168,-40.618642619184364,0.1590788361654087,0.1335066878217038,0.6532940162182785,50
137,7,7168,-48.61558365851691,0.19452343822122647,0.18369617029574303,0.777788234949112,50
138,7,7168,-35.16522887173253,0.12452154696195476,0.26186897199512693,0.5787830304726959,50
139,7,7168,-48.744249601778336,0.07724607089394248,0.031476171143868414,0.8976389211416245,50
140,7,7168,-44.78247030973995,0.23123118805896536,0.15304974806488292,0.6644182181358338,50
141,7,7168,-42.422335399751965,0.14664422661940466,0.17174357702224455,0.7018024813756347,50
142,7,7168,-43.53367910505317,0.14340928010066006,0.13177899221867706,0.7272643020004034,50
143,7,7168,-47.278697252658176,0.15221385196620568,0.16333583804983323,0.793360093086958,50
144,8,8192,-47.063878090203346,0.1974758238548146,0.17161534386069544,0.7438017379492521,50
145,8,8192,-46.203949167603696,0.22166266097176998,0.16018982043208213,0.7024163223803044,50
146,8,8192,-44.70894487892091,0.1592604856082794,0.15300915013343588,0.7349184119701385,50
147,8,8192,-44.79407140480268,0.22840664820892834,0.22062647346932762,0.6674747798871249,50
148,8,8192,-48.171983797518614,0.14785318926807628,0.14096610866483616,0.8155864866822958,50
149,8,8192,-43.51692485241899,0.20043430402702264,0.20370247017679566,0.6699041930213571,50
150,8,8192,-36.172754358444344,0.17044966524355093,0.15355411468838467,0.5530054219253361,50
151,8,8192,-45.24400039971202,0.15153855383849768,0.1481771438001383,0.7533414541557432,50
152,8,8192,-47.1908485756726,0.17930858949665918,0.1638542658673804,0.7645083820167929,50
153,8,8192,-46.824825216352885,0.22014764615638047,0.03300354597581205,0.716348858170677,50
154,8,8192,-44.49926333240131,0.15550603587532255,0.1352759199070279,0.7344792307727039,50
155,8,8192,-43.318400913100454,0.17193688335261798,0.09226712681198106,0.6944311349093915,50
156,8,8192,-43.65593766609772,0.19221172504175535,0.20410533980207307,0.6809070282801986,50
157,8,8192,-48.21731497654951,0.18511292232764479,0.2579403286650244,0.7792333772033453,50
158,8,8192,-43.89647996870062,0.1490199204678102,0.17178355827684358,0.7289096789062023,50
159,8,8192,-48.90500814369538,0.15190095266227277,0.11984656888490301,0.8261992102116347,50
160,8,8192,-44.78879297831441,0.09711909866507558,0.10664689279734951,0.7986567609012127,50
161,8,8192,-51.86752623025792,0.21570566588723986,0.18032719331056996,0.8216448587179184,50
162,8,8192,-48.14864511111013,0.2388709605994087,0.16965232019083856,0.7241019416227936,50
163,8,8192,-44.37962074363512,0.12276240642553232,0.06944689388849243,0.7648300084471703,50
164,9,9216,-46.861304861295714,0.18646609523869548,0.13850809585323176,0.7507600019872188,50
165,9,9216,-40.218612693894784,0.1838926004747327,0.1988540195787727,0.6204796534031629,50
166,9,9216,-47.447925970736236,0.17616199692404447,0.08942759951294506,0.7727965224906802,50
167,9,9216,-48.970286373722814,0.21975887852205836,0.21590974324864437,0.7596468489523978,50
168,9,9216,-44.32997224269649,0.18020193377029675,0.09632488182769597,0.7063975110836327,50
169,9,9216,-46.06033994783154,0.21146169531428627,0.1926084797153624,0.7097451036423444,50
170,9,9216,-42.05154105003183,0.1269362670382869,0.14328375658271347,0.7140945539623499,50
171,9,9216,-40.357843699220666,0.1749539644701052,0.24180594840563205,0.632202909514308,50
172,9,9216,-42.49561375873034,0.21032858624679215,0.1044070246110916,0.6395836889278144,50
173,9,9216,-42.17110604977198,0.16397045079580688,0.35116670555353224,0.6794516701996326,50
174,9,9216,-51.65243092538856,0.254516754743843,0.3719624608244664,0.7785318637639285,50
175,9,9216,-52.63318959685195,0.2720255658898806,0.273388339078394,0.7806382260471583,50
176,9,9216,-49.6003519992437,0.29389091794770167,0.29290747034730896,0.6981161220371723,50
177,9,9216,-50.26787605166114,0.1831227950251951,0.38234339202792855,0.8222347260080278,50
178,9,9216,-46.44632939863681,0.17000187398115363,0.04207218630601839,0.7589247139915823,50
179,9,9216,-45.341576317688876,0.2456754311433146,0.2063420111489054,0.6611560952104628,50
180,9,9216,-42.36764992690963,0.19141211806076408,0.25803531718011763,0.6559408804774285,50
181,9,9216,-50.15395545642057,0.19643727124839563,0.20922106315376074,0.8066418378800154,50
182,9,9216,-36.45664710477908,0.18471233880538143,0.1353950298491835,0.5444206032902003,50
183,9,9216,-45.22601204837497,0.15869462475773144,0.09800883038962455,0.7458256162097677,50
184,9,9216,-43.18616264058793,0.10615408527228128,0.035428425898194615,0.7575691675394773,50
185,10,10240,-43.10000476509459,0.1781664687186732,0.1552145748318532,0.6838336265832186,50
186,10,10240,-46.0674839868519,0.20612109313035681,0.09419667449968412,0.7152285866066813,50
187,10,10240,-46.33444995601645,0.20150463822874837,0.1917980869416155,0.7251843608915806,50
188,10,10240,-41.9731255348934,0.14157831907863563,0.1110841322609547,0.6978841916192323,50
189,10,10240,-44.02079879223073,0.2270984545928768,0.27590689152316555,0.653317521251738,50
190,10,10240,-46.72526725193401,0.16758338812699727,0.2312586265582271,0.7669219569116831,50
191,10,10240,-44.948082253867454,0.1501249033318773,0.08102451558015329,0.748836741745472,50
192,10,10240,-44.184124449042486,0.10867909144159192,0.12310762619051112,0.775003397539258,50
193,10,10240,-43.79967925137243,0.16416745271503178,0.08983388529260906,0.711826132312417,50
194,10,10240,-45.31003166801017,0.20281534350862723,0.04719347452733652,0.7033852898515761,50
195,10,10240,-45.19390614454424,0.2458058935278604,0.10505099000743923,0.6580722293630242,50
196,10,10240,-42.8497765736588,0.19991918502734735,0.17713664875059043,0.6570763464458287,50
197,10,10240,-38.96094496618831,0.14846409050298182,0.1625831306329359,0.630754808820784,50
198,10,10240,-45.795376150761484,0.15382075148885557,0.20380889970148464,0.7620867715263739,50
199,10,10240,-47.66187249237098,0.1558607556151943,0.12961865001407152,0.7973766942322255,50
200,10,10240,-47.492870167080405,0.2236997565291097,0.16785927712977752,0.7261576468124986,50
201,10,10240,-45.43641238484485,0.19424572926237238,0.1854971372460649,0.7144825184345245,50
202,10,10240,-45.003059004755514,0.1720250115794283,0.16170171187357027,0.7280361685156822,50
203,10,10240,-48.61692103946154,0.22522909602477068,0.1853668999084701,0.7471093247644603,50
204,10,10240,-41.17386788657604,0.14998388584083275,0.2761818669844446,0.673493471890688,50
205,11,11264,-41.02516321006302,0.21192150166390022,0.27379785965269976,0.6085817625373602,50
206,11,11264,-46.581753158227656,0.22745784080090226,0.1361859679900927,0.7041772223636508,50
207,11,11264,-42.21147703111553,0.21651462400563215,0.2540479875855521,0.6277149166166782,50
208,11,11264,-41.83112607950838,0.14181857482689067,0.08219859528254932,0.6948039467632771,50
209,11,11264,-41.96011901135202,0.1994093864877933,0.1408189369889357,0.6397929937392474,50
210,11,11264,-42.981564836705545,0.2551473030287487,0.2683664385996884,0.6044839937053621,50
211,11,11264,-44.278530844905326,0.12459289166049858,0.026735702057111507,0.760977725237608,50
212,11,11264,-42.651476844059864,0.14908110420842852,0.18444427265801705,0.7039484326727689,50
213,11,11264,-47.454766187119525,0.23677841505503738,0.1496724209039694,0.7123169086873531,50
214,11,11264,-42.50339094203901,0.2022920848855756,0.17068013130406878,0.6477757339552045,50
215,11,11264,-42.10518846994021,0.2067833722304063,0.3516608009981629,0.6353203971683979,50
216,11,11264,-43.81032856726875,0.19777821738009238,0.3266690852019169,0.6784283539652824,50
217,11,11264,-40.6055390072425,0.055887843484798506,0.04742709123866778,0.7562229366600514,50
218,11,11264,-43.85937408964298,0.17270916655681268,0.23435073011269775,0.7044783152360469,50
219,11,11264,-45.63138791265434,0.23827548729227935,0.18012086771414673,0.6743522709608079,50
220,11,11264,-46.125077088891246,0.1753236635321135,0.21763618443438232,0.7471778782457114,50
221,11,11264,-41.79530897386216,0.16685104188021888,0.2094394265146232,0.6690551375970244,50
222,11,11264,-43.95039053734187,0.22379801647882527,0.23437666147511538,0.6552097942680121,50
223,11,11264,-50.42070537179403,0.19479740343164603,0.30097231233629623,0.8136167040042346,50
224,11,11264,-43.04762248937026,0.1449873738475115,0.12477935473942181,0.7159650759398937,50
225,11,11264,-37.925056590210936,0.18207634714387935,0.21485378527435992,0.5764247846603393,50
226,12,12288,-42.88431075811126,0.19071856950218233,0.17282306739332656,0.6669676456600427,50
227,12,12288,-44.97046631739618,0.23315050374290996,0.2589451587541952,0.6662588226050139,50
228,12,12288,-49.189805885945276,0.2828263023156825,0.14174633338967466,0.700969815403223,50
229,12,12288,-44.431708927398915,0.21362985022631265,0.35493024387073785,0.6750043283216656,50
230,12,12288,-44.658784704717476,0.20790660190333887,0.11450125167807496,0.6852690921910107,50
231,12,12288,-37.24364376963983,0.13838718058530824,0.11454050980461922,0.6064856948074885,50
232,12,12288,-51.365608215525455,0.29380077224611617,0.1450020092179634,0.7335113920643925,50
233,12,12288,-46.42781794835647,0.17222749367744136,0.1036460603609946,0.7563288652896881,50
234,12,12288,-42.09530991918744,0.19116041521492658,0.1332055715138657,0.6507457831688225,50
235,12,12288,-37.010811006379,0.15237948677192759,0.05145637429410078,0.5878367333556526,50
236,12,12288,-42.1961892718821,0.23139647675007427,0.18525171581197875,0.6125273086875677,50
237,12,12288,-43.49397655612845,0.19159031854738667,0.18679813360645248,0.6782892125751823,50
238,12,12288,-40.95816560023378,0.1711443000526924,0.1523363484873105,0.648019011951983,50
239,12,12288,-47.934030669865635,0.23532376131291433,0.13176626740381495,0.7233568520843983,50
240,12,12288,-42.160503272599136,0.15510298543942289,0.09320308335798877,0.6881070800125599,50
241,12,12288,-46.47456095249638,0.26140591686093523,0.38585524168172275,0.6680853021889925,50
242,12,12288,-47.31353002874287,0.268610565642661,0.15413979428927205,0.6776600349321962,50
243,12,12288,-43.850253388131875,0.26765856988420517,0.20676267382974542,0.6093464978784323,50
244,12,12288,-46.27819106816337,0.23106727104541394,0.19834099216511716,0.6944965503178537,50
245,12,12288,-49.95249922294473,0.15066177075734866,0.14391011415869515,0.8483882137015462,50
246,13,13312,-45.08829457164899,0.25764584083876924,0.3632138354385669,0.6441200505942106,50
247,13,13312,-40.60047522797489,0.1321106592482436,0.10140363650700406,0.6798988453112542,50
248,13,13312,-33.74061151484754,0.15993733798764265,0.13228074079582255,0.514874892309308,50
249,13,13312,-40.75695856754284,0.1812119190954763,0.23031832821650935,0.6339272522553802,50
250,13,13312,-41.387308382543914,0.1475528586120007,0.14568215703804852,0.6801933090388775,50
251,13,13312,-33.48186273004325,0.08328194934035181,0.08077073909939729,0.5863553052605129,50
252,13,13312,-49.358494881972106,0.1941966883924491,0.14332817646015805,0.7929732092469931,50
253,13,13312,-38.515405977955304,0.14297575277965957,0.11245495350905402,0.6273323667794466,50
254,13,13312,-41.62606837129062,0.23674526652206285,0.3527169121097326,0.5957761009037494,50
255,13,13312,-36.03695558664071,0.18044813865807968,0.2960186452821813,0.5402909730747342,50
256,13,13312,-45.22171580779532,0.22467040695011214,0.2040425361719704,0.6797639092057943,50
257,13,13312,-50.261652421177146,0.233380365147605,0.26220451412227297,0.771852683275938,50
258,13,13312,-38.131544468278875,0.15543073027034984,0.06608969459652465,0.6072001590952277,50
259,13,13312,-43.74171178446292,0.209543651721096,0.1995933899796937,0.6652905839681625,50
260,13,13312,-40.872613527072595,0.1287435476520285,0.022402549633094453,0.6887087228894234,50
261,13,13312,-44.10656880646113,0.2513160152850874,0.14886063852294754,0.6308153608441353,50
262,13,13312,-41.02233873636809,0.12190764862175531,0.10415888428351697,0.6985391261056065,50
263,13,13312,-39.488328805338305,0.1763011420174626,0.19102457943099427,0.613465434089303,50
264,13,13312,-46.25224471729058,0.2548183127276216,0.34798110443731833,0.6702265816181898,50
265,13,13312,-51.327100419528584,0.22588788787081465,0.191680839172984,0.8006541205197573,50
266,13,13312,-40.012027703841675,0.20173108079771473,0.13119452503568094,0.5985094732791185,50
267,14,14336,-40.84391255815865,0.141569986594725,0.19651398810910578,0.6753082645684481,50
268,14,14336,-39.01157955066757,0.1459126375588569,0.07363143652263057,0.6343189534544945,50
269,14,14336,-37.51755367312614,0.12133123774082141,0.09048636073692123,0.6290198357217014,50
270,14,14336,-37.590958368917384,0.10421066410978191,0.06476098509002012,0.647608503268566,50
271,14,14336,-40.153971726285484,0.14208178099666158,0.14088271405619904,0.6609976535290479,50
272,14,14336,-46.75726228442885,0.1599476555088356,0.25014791626364474,0.7751975901797414,50
273,14,14336,-37.17837485100649,0.1599668048298998,0.12470654298211017,0.5836006921902299,50
274,14,14336,-41.216927409180876,0.1983834175022221,0.06879869993917889,0.6259551306813955,50
275,14,14336,-43.49868244358286,0.2317118546472758,0.1899942671544797,0.6382617942243815,50
276,14,14336,-39.27225302835545,0.0996014578874389,0.03649456314277006,0.6858436026796698,50
277,14,14336,-43.3842985227041,0.22008395263420014,0.29479438493992455,0.6476020178198815,50
278,14,14336,-41.05347100209804,0.1302968252324286,0.1289752913364711,0.6907725948095321,50
279,14,14336,-39.36127182500834,0.18416422619194298,0.25277509785854413,0.603061210308224,50
280,14,14336,-44.7919534349348,0.13440838329028248,0.1104676708636416,0.7614306854084134,50
281,14,14336,-38.92607275079497,0.19003561669206806,0.14371980895205458,0.5884858383238316,50
282,14,14336,-39.99440359938828,0.1653003943450625,0.13907376603830424,0.6345876776427031,50
283,14,14336,-38.732663572283684,0.18822856976617566,0.16726589063047467,0.586424701679498,50
284,14,14336,-38.89126520951369,0.2108919614130811,0.1582863438993509,0.5669333427771925,50
285,14,14336,-33.7256423889672,0.13239997166246398,0.09508174605491598,0.5421128761168802,50
286,14,14336,-44.53715635690097,0.16962271136105142,0.11954402640524658,0.721120415776968,50
287,15,15360,-37.69742013423238,0.17340203324379405,0.12423461710236922,0.5805463694408536,50
288,15,15360,-40.65071209580354,0.21061691877705913,0.19225344869574493,0.6023973231390118,50
289,15,15360,-39.18220819059126,0.14682733421517924,0.09408007546038721,0.6368168295966461,50
290,15,15360,-41.105040669336134,0.12629255710425172,0.1223775533874256,0.6958082562824711,50
291,15,15360,-40.069046542174036,0.15407835968089933,0.17603755624275183,0.6473025711625815,50
292,15,15360,-35.63525727892244,0.1775506554335255,0.1844062926095035,0.5351544901449233,50
293,15,15360,-42.741196216825166,0.25175292444034997,0.2064344132793032,0.6030709998961538,50
294,15,15360,-42.00114514916288,0.25192206763757197,0.17530678832942098,0.5881008353456855,50
295,15,15360,-42.469498901426824,0.24659288337051952,0.17904892968753033,0.6027970946580171,50
296,15,15360,-44.259798482343285,0.20364691384702382,0.15390881565814496,0.6815490557998419,50
297,15,15360,-36.702742410727055,0.14145719503790546,0.17045733725703444,0.5925976531766355,50
298,15,15360,-38.80255671225376,0.22605186647067405,0.3339283216234679,0.5499992677744012,50
299,15,15360,-36.13809729953631,0.17088695291976616,0.21040543907130976,0.55187499307096,50
300,15,15360,-45.06651392590189,0.21928608942999125,0.2769272555117497,0.6820441890880465,50
301,15,15360,-42.31978860139605,0.20266624935264532,0.17498914119522238,0.6437295226752758,50
302,15,15360,-31.15325388201944,0.13580807314840376,0.19743379912554357,0.48725700449198484,50
303,15,15360,-37.32845465198877,0.21635019444167086,0.33566088587734044,0.5302188985981047,50
304,15,15360,-43.15344664463083,0.1744093647616466,0.17290176227453466,0.68865956813097,50
305,15,15360,-38.45210370899971,0.22611780697039321,0.2889478997824448,0.5429242672096006,50
306,15,15360,-41.17929195217935,0.2411586157188114,0.28446482664853456,0.5824272233247757,50
307,15,15360,-39.52822541178701,0.21560760306446497,0.1991892157092463,0.5749569051712752,50
308,16,16384,-33.90167289988243,0.16402863633206333,0.13288960810633102,0.514004821665585,50
309,16,16384,-36.38487417471677,0.260871028050238,0.3791738117671617,0.4668264554440975,50
