Episode,Total_Reward,Steps,Goal_Reached,Outcome,Epsilon,Maximum_Q_Change,Success,Rolling_Average_Reward,Rolling_Average_Steps,Rolling_Success_Rate,Rolling_Average_Q_Change
484,93,8,True,Goal reached,0.0888276147181114,2.984279490192421e-13,1,89.98,9.1,100.0,0.05218986935305146
485,93,8,True,Goal reached,0.08838347664452084,2.7000623958883807e-13,1,89.98,9.1,100.0,0.05218986933808914
486,93,8,True,Goal reached,0.08794155926129824,2.4868995751603507e-13,1,90.0,9.08,100.0,0.051154519451693685
487,93,8,True,Goal reached,0.08750185146499175,2.2737367544323206e-13,1,90.0,9.08,100.0,0.05115451943889156
488,89,12,True,Goal reached,0.08706434220766679,0.12857996652775938,1,89.96,9.12,100.0,0.052440319092329234
489,93,8,True,Goal reached,0.08662902049662846,1.9184653865522705e-13,1,89.96,9.12,100.0,0.05244031908138552
490,93,8,True,Goal reached,0.08619587539414532,1.7763568394002505e-13,1,90.06,9.1,100.0,0.052184544294274174
491,93,8,True,Goal reached,0.08576489601717459,1.6342482922482304e-13,1,90.11,9.09,100.0,0.05088318786151902
492,81,12,True,Goal reached,0.08533607153708872,0.03579960721595654,1,90.1,9.06,100.0,0.05036262255985115
493,93,8,True,Goal reached,0.08490939117940327,1.3500311979441904e-13,1,90.15,9.05,100.0,0.049737033662240436
494,93,8,True,Goal reached,0.08448484422350626,1.2789769243681803e-13,1,90.17,9.03,100.0,0.04645978674313966
495,93,8,True,Goal reached,0.08406242000238873,1.1368683772161603e-13,1,90.17,9.03,100.0,0.04645978673620668
496,88,9,True,Goal reached,0.08364210790237678,0.0460563742593223,1,90.2,8.96,100.0,0.04387679674288755
497,93,8,True,Goal reached,0.0832238973628649,9.237055564881302e-14,1,90.2,8.96,100.0,0.043876796736774394
498,93,8,True,Goal reached,0.08280777787605056,8.526512829121202e-14,1,90.25,8.95,100.0,0.04338256845637801
499,88,9,True,Goal reached,0.08239373898667031,0.26893573715440766,1,90.25,8.95,100.0,0.04572470147938773
500,93,8,True,Goal reached,0.08198177029173696,7.105427357601002e-14,1,90.3,8.94,100.0,0.04506183858624041
501,93,8,True,Goal reached,0.08157186144027828,6.394884621840902e-14,1,90.35,8.93,100.0,0.04398303442146194
502,91,10,True,Goal reached,0.0811640021330769,0.020200859612657496,1,90.45,8.91,100.0,0.04347340830452261
503,93,8,True,Goal reached,0.08075818212241151,5.684341886080802e-14,1,90.45,8.91,100.0,0.04347340830089834
504,91,10,True,Goal reached,0.08035439121179945,0.22436518997462684,1,90.43,8.93,100.0,0.04571706019732027
505,88,9,True,Goal reached,0.07995261925574046,0.02531265500820723,1,90.45,8.91,100.0,0.045209516768723076
506,93,8,True,Goal reached,0.07955285615946175,4.263256414560601e-14,1,90.55,8.89,100.0,0.04188932248644662
507,93,8,True,Goal reached,0.07915509187866444,3.552713678800501e-14,1,90.6,8.88,100.0,0.04013793075765598
508,88,9,True,Goal reached,0.07875931641927113,0.026929550740462105,1,90.65,8.87,100.0,0.038830973708905106
509,93,8,True,Goal reached,0.07836551983717477,2.842170943040401e-14,1,90.7,8.86,100.0,0.03869713680502173
510,93,8,True,Goal reached,0.07797369223798889,2.842170943040401e-14,1,90.75,8.85,100.0,0.03861241451956872
511,83,10,True,Goal reached,0.07758382377679894,0.024236595666423,1,90.72,8.84,100.0,0.0378958602409633
512,91,10,True,Goal reached,0.07719590465791494,0.06990528531414952,1,90.7,8.86,100.0,0.03859491309260328
513,93,8,True,Goal reached,0.07680992513462537,1.4210854715202004e-14,1,90.7,8.86,100.0,0.03859491309122319
514,93,8,True,Goal reached,0.07642587550895225,1.4210854715202004e-14,1,90.7,8.86,100.0,0.038594913089954656
515,91,10,True,Goal reached,0.07604374613140748,0.11825340527826,1,90.68,8.88,100.0,0.039777447141571116
516,93,8,True,Goal reached,0.07566352740075044,1.4210854715202004e-14,1,90.73,8.87,100.0,0.039294220092329794
517,91,10,True,Goal reached,0.07528520976374668,0.025294066008683558,1,90.71,8.89,100.0,0.039547160751431394
518,88,9,True,Goal reached,0.07490878371492794,0.04145073683339717,1,90.75,8.85,100.0,0.03908783674629049
519,93,8,True,Goal reached,0.0745342397963533,7.105427357601002e-15,1,90.75,8.85,100.0,0.03908783674545816
520,93,8,True,Goal reached,0.07416156859737154,7.105427357601002e-15,1,90.77,8.83,100.0,0.038224808532622064
521,93,8,True,Goal reached,0.07379076075438468,7.105427357601002e-15,1,90.77,8.83,100.0,0.03822480853198776
522,93,8,True,Goal reached,0.07342180695061275,7.105427357601002e-15,1,90.82,8.82,100.0,0.03778000307963026
523,93,8,True,Goal reached,0.07305469791585968,7.105427357601002e-15,1,90.84,8.8,100.0,0.036848188181872035
524,93,8,True,Goal reached,0.07268942442628039,7.105427357601002e-15,1,90.84,8.8,100.0,0.03684818818137622
525,93,8,True,Goal reached,0.07232597730414898,7.105427357601002e-15,1,90.84,8.8,100.0,0.03684818818091955
526,93,8,True,Goal reached,0.07196434741762824,7.105427357601002e-15,1,90.89,8.79,100.0,0.036413283836573315
527,86,11,True,Goal reached,0.0716045256805401,0.03221964649437581,1,90.82,8.82,100.0,0.036735480301129615
528,88,9,True,Goal reached,0.0712465030521374,0.021812936099777858,1,90.77,8.83,100.0,0.03695360966177055
529,88,9,True,Goal reached,0.0708902705368767,0.07864482361281944,1,90.72,8.84,100.0,0.03774005789757012
530,88,9,True,Goal reached,0.07053581918419231,0.24204216343903795,1,90.67,8.85,100.0,0.04016047953165788
531,93,8,True,Goal reached,0.07018314008827135,0.0,1,90.67,8.85,100.0,0.04016047953137921
532,91,10,True,Goal reached,0.06983222438783,0.06291475678275305,1,90.77,8.83,100.0,0.039001345701349666
533,91,10,True,Goal reached,0.06948306326589085,0.01818077365139459,1,90.75,8.85,100.0,0.039183153437627356
534,93,8,True,Goal reached,0.0691356479495614,0.0,1,90.8,8.84,100.0,0.03867141594585867
535,91,10,True,Goal reached,0.06878996970981359,0.016362696286250866,1,90.78,8.86,100.0,0.038835042908520946
536,91,10,True,Goal reached,0.06844601986126451,0.10870635661337502,1,90.76,8.88,100.0,0.039922106474470385
537,93,8,True,Goal reached,0.06810378976195819,0.0,1,90.78,8.86,100.0,0.03827407014364823
538,83,10,True,Goal reached,0.0677632708131484,0.21783794709513415,1,90.75,8.85,100.0,0.03981197837268553
539,93,8,True,Goal reached,0.06742445445908266,0.0,1,90.75,8.85,100.0,0.03981197837254179
540,88,9,True,Goal reached,0.06708733218678724,0.010840789214569213,1,90.7,8.86,100.0,0.0399203862645551
541,93,8,True,Goal reached,0.0667518955258533,0.0,1,90.75,8.85,100.0,0.03946433195812446
542,93,8,True,Goal reached,0.06641813604822402,0.0,1,90.75,8.85,100.0,0.039464331958012334
543,88,9,True,Goal reached,0.0660860453679829,0.017283755703900283,1,90.7,8.86,100.0,0.0396371695149481
544,93,8,True,Goal reached,0.06575561514114299,0.0,1,90.7,8.86,100.0,0.0396371695148531
545,93,8,True,Goal reached,0.06542683706543727,0.0,1,90.8,8.84,100.0,0.039355917792539684
546,91,10,True,Goal reached,0.06509970288011008,0.014726426657631464,1,90.78,8.86,100.0,0.039503182059035566
547,93,8,True,Goal reached,0.06477420436570952,0.0,1,90.8,8.84,100.0,0.03667935533873546
548,93,8,True,Goal reached,0.06445033334388098,0.0,1,90.85,8.83,100.0,0.03661073028751815
549,93,8,True,Goal reached,0.06412808167716157,0.0,1,90.85,8.83,100.0,0.036610730287455484
550,93,8,True,Goal reached,0.06380744126877576,0.0,1,90.85,8.83,100.0,0.03661073028739786
551,93,8,True,Goal reached,0.06348840406243188,0.0,1,90.85,8.83,100.0,0.03661073028734485
552,93,8,True,Goal reached,0.06317096204211972,0.0,1,90.9,8.82,100.0,0.03362255543013596
553,93,8,True,Goal reached,0.06285510723190912,0.0,1,90.9,8.82,100.0,0.03362255543009113
554,93,8,True,Goal reached,0.06254083169574957,0.0,1,90.95,8.81,100.0,0.03323114152016018
555,93,8,True,Goal reached,0.062228127537270826,0.0,1,90.95,8.81,100.0,0.033231141520122305
556,91,10,True,Goal reached,0.06191698689958447,0.05545284144787388,1,90.98,8.82,100.0,0.03337522105881284
557,86,11,True,Goal reached,0.061607401965086545,0.0754770067184154,1,90.98,8.82,100.0,0.03271136382278698
558,91,10,True,Goal reached,0.06129936495526111,0.04990755730308649,1,91.01,8.83,100.0,0.03284103540760853
559,93,8,True,Goal reached,0.0609928681304848,0.0,1,91.03,8.81,100.0,0.032528762987748365
560,93,8,True,Goal reached,0.060687903789832374,0.0,1,91.05,8.79,100.0,0.029911153416582792
561,93,8,True,Goal reached,0.06038446427088321,0.0,1,91.05,8.79,100.0,0.029911153416559984
562,88,9,True,Goal reached,0.06008254194952879,0.028534074034084256,1,91.0,8.8,100.0,0.030196494156879795
563,93,8,True,Goal reached,0.05978212923978115,0.0,1,91.0,8.8,100.0,0.03019649415686054
564,93,8,True,Goal reached,0.05948321859358224,0.0,1,91.02,8.78,100.0,0.029419768764501697
565,93,8,True,Goal reached,0.05918580250061433,0.0,1,91.02,8.78,100.0,0.02941976876448699
566,83,10,True,Goal reached,0.058889873488111255,0.08538199575197325,1,90.92,8.8,100.0,0.03027358872199322
567,86,11,True,Goal reached,0.058595424120670696,0.19605415238562074,1,90.97,8.79,100.0,0.031180031532865228
568,93,8,True,Goal reached,0.05830244700006734,0.0,1,91.02,8.78,100.0,0.030847567943476692
569,93,8,True,Goal reached,0.058010934765067,0.0,1,91.16,8.72,100.0,0.02842317035881628
570,83,10,True,Goal reached,0.05772088009124167,0.040032490712178515,1,91.06,8.74,100.0,0.028823495265928187
571,91,10,True,Goal reached,0.05743227569078546,0.06792930604657954,1,91.09,8.75,100.0,0.0293823351128988
572,93,8,True,Goal reached,0.05714511431233153,0.0,1,91.14,8.74,100.0,0.029101695150764897
573,91,10,True,Goal reached,0.05685938874076987,0.02276465940781236,1,91.12,8.76,100.0,0.029329341744835348
574,88,9,True,Goal reached,0.056575091797066025,0.17644873714706222,1,91.14,8.74,100.0,0.029575871653089933
575,93,8,True,Goal reached,0.056292216338080694,0.0,1,91.14,8.74,100.0,0.029575871653083466
576,93,8,True,Goal reached,0.05601075525639029,0.0,1,91.16,8.72,100.0,0.028178457647259805
577,88,9,True,Goal reached,0.05573070148010834,0.15880386343235386,1,91.11,8.73,100.0,0.029766496281577945
578,93,8,True,Goal reached,0.0554520479727078,0.0,1,91.11,8.73,100.0,0.02976649628157297
579,88,9,True,Goal reached,0.05517478773284426,0.013592920863828795,1,91.11,8.73,100.0,0.029603208259761614
580,93,8,True,Goal reached,0.05489891379418004,0.0,1,91.16,8.72,100.0,0.02935063229384106
581,93,8,True,Goal reached,0.05462441922520914,0.0,1,91.16,8.72,100.0,0.029350632293837223
582,93,8,True,Goal reached,0.0543512971290831,0.0,1,91.21,8.71,100.0,0.029288869747741655
583,91,10,True,Goal reached,0.05407954064343768,0.05187817059560018,1,91.23,8.69,100.0,0.0291915087709436
584,93,8,True,Goal reached,0.05380914294022049,0.0,1,91.23,8.69,100.0,0.029191508770940615
585,93,8,True,Goal reached,0.05354009722551939,0.0,1,91.23,8.69,100.0,0.029191508770937916
586,81,12,True,Goal reached,0.05327239673939179,0.028997681844934675,1,91.11,8.73,100.0,0.029481485589384775
587,88,9,True,Goal reached,0.053006034755694834,0.12767645729261545,1,91.06,8.74,100.0,0.030758250162308657
588,93,8,True,Goal reached,0.052741004581916356,0.0,1,91.1,8.7,100.0,0.029472450497031063
589,93,8,True,Goal reached,0.052477299559006776,0.0,1,91.1,8.7,100.0,0.029472450497029144
590,93,8,True,Goal reached,0.052214913061211746,0.0,1,91.1,8.7,100.0,0.029472450497027368
591,93,8,True,Goal reached,0.05195383849590569,0.0,1,91.1,8.7,100.0,0.029472450497025734
592,88,9,True,Goal reached,0.05169406930342616,0.06334771687515683,1,91.17,8.67,100.0,0.029747931593617737
593,93,8,True,Goal reached,0.05143559895690903,0.0,1,91.17,8.67,100.0,0.029747931593616387
594,93,8,True,Goal reached,0.051178420962124486,0.0,1,91.17,8.67,100.0,0.029747931593615107
595,93,8,True,Goal reached,0.05092252885731386,0.0,1,91.17,8.67,100.0,0.02974793159361397
596,88,9,True,Goal reached,0.05066791621302729,0.05701294518763689,1,91.17,8.67,100.0,0.029857497302897117
597,88,9,True,Goal reached,0.05041457663196215,0.05131165066887888,1,91.12,8.68,100.0,0.03037061380958498
598,93,8,True,Goal reached,0.050162503748802344,0.0,1,91.12,8.68,100.0,0.030370613809584127
599,88,9,True,Goal reached,0.05,0.04618048560198673,1,91.12,8.68,100.0,0.02814306129405992
600,93,8,True,Goal reached,0.05,0.0,1,91.12,8.68,100.0,0.028143061294059208
601,93,8,True,Goal reached,0.05,0.0,1,91.12,8.68,100.0,0.02814306129405857
602,93,8,True,Goal reached,0.05,0.0,1,91.14,8.66,100.0,0.027941052697931994
603,88,9,True,Goal reached,0.05,0.1429234770891199,1,91.09,8.67,100.0,0.029370287468822625
604,93,8,True,Goal reached,0.05,0.0,1,91.11,8.65,100.0,0.027126635569076355
605,93,8,True,Goal reached,0.05,0.0,1,91.16,8.64,100.0,0.026873509018994282
606,93,8,True,Goal reached,0.05,0.0,1,91.16,8.64,100.0,0.02687350901899386
607,93,8,True,Goal reached,0.05,0.0,1,91.16,8.64,100.0,0.0268735090189935
608,93,8,True,Goal reached,0.05,0.0,1,91.21,8.63,100.0,0.02660421351158888
609,93,8,True,Goal reached,0.05,0.0,1,91.21,8.63,100.0,0.026604213511588596
610,93,8,True,Goal reached,0.05,0.0,1,91.21,8.63,100.0,0.02660421351158831
611,93,8,True,Goal reached,0.05,0.0,1,91.31,8.61,100.0,0.026361847554924083
612,93,8,True,Goal reached,0.05,0.0,1,91.33,8.59,100.0,0.025662794701782586
613,93,8,True,Goal reached,0.05,0.0,1,91.33,8.59,100.0,0.025662794701782444
614,93,8,True,Goal reached,0.05,0.0,1,91.33,8.59,100.0,0.0256627947017823
615,93,8,True,Goal reached,0.05,0.0,1,91.35,8.57,100.0,0.024480260648999705
616,93,8,True,Goal reached,0.05,0.0,1,91.35,8.57,100.0,0.024480260648999563
617,93,8,True,Goal reached,0.05,0.0,1,91.37,8.55,100.0,0.024227319988912727
618,93,8,True,Goal reached,0.05,0.0,1,91.42,8.54,100.0,0.023812812620578754
619,93,8,True,Goal reached,0.05,0.0,1,91.42,8.54,100.0,0.02381281262057868
620,93,8,True,Goal reached,0.05,0.0,1,91.42,8.54,100.0,0.023812812620578612
621,93,8,True,Goal reached,0.05,0.0,1,91.42,8.54,100.0,0.02381281262057854
622,91,10,True,Goal reached,0.05,0.02609791366044334,1,91.4,8.56,100.0,0.024073791757182904
623,93,8,True,Goal reached,0.05,0.0,1,91.4,8.56,100.0,0.02407379175718283
624,93,8,True,Goal reached,0.05,0.0,1,91.4,8.56,100.0,0.02407379175718276
625,93,8,True,Goal reached,0.05,0.0,1,91.4,8.56,100.0,0.02407379175718269
626,93,8,True,Goal reached,0.05,0.0,1,91.4,8.56,100.0,0.02407379175718262
627,93,8,True,Goal reached,0.05,0.0,1,91.47,8.53,100.0,0.023751595292238862
628,93,8,True,Goal reached,0.05,0.0,1,91.52,8.52,100.0,0.02353346593124108
629,91,10,True,Goal reached,0.05,0.020488193467031124,1,91.55,8.53,100.0,0.0229518996297832
630,93,8,True,Goal reached,0.05,0.0,1,91.6,8.52,100.0,0.02053147799539282
631,91,10,True,Goal reached,0.05,0.2074811375969432,1,91.58,8.54,100.0,0.02260628937136225
632,93,8,True,Goal reached,0.05,0.0,1,91.6,8.52,100.0,0.02197714180353472
633,93,8,True,Goal reached,0.05,0.0,1,91.62,8.5,100.0,0.021795334067020774
634,93,8,True,Goal reached,0.05,0.0,1,91.62,8.5,100.0,0.021795334067020774
635,93,8,True,Goal reached,0.05,0.0,1,91.64,8.48,100.0,0.021631707104158265
636,93,8,True,Goal reached,0.05,0.0,1,91.66,8.46,100.0,0.020544643538024515
637,93,8,True,Goal reached,0.05,0.0,1,91.66,8.46,100.0,0.020544643538024515
638,88,9,True,Goal reached,0.05,0.02568066663067725,1,91.71,8.45,100.0,0.018623070733379946
639,93,8,True,Goal reached,0.05,0.0,1,91.71,8.45,100.0,0.018623070733379946
640,86,11,True,Goal reached,0.05,0.05096095299402492,1,91.69,8.47,100.0,0.019024272371174503
641,93,8,True,Goal reached,0.05,0.0,1,91.69,8.47,100.0,0.019024272371174503
642,93,8,True,Goal reached,0.05,0.0,1,91.69,8.47,100.0,0.019024272371174503
643,88,9,True,Goal reached,0.05,0.017668478240821628,1,91.69,8.47,100.0,0.019028119596543717
644,93,8,True,Goal reached,0.05,0.0,1,91.69,8.47,100.0,0.019028119596543717
645,93,8,True,Goal reached,0.05,0.0,1,91.69,8.47,100.0,0.019028119596543717
646,93,8,True,Goal reached,0.05,0.0,1,91.71,8.45,100.0,0.018880855329967403
647,93,8,True,Goal reached,0.05,0.0,1,91.71,8.45,100.0,0.018880855329967403
648,93,8,True,Goal reached,0.05,0.0,1,91.71,8.45,100.0,0.018880855329967403
649,91,10,True,Goal reached,0.05,0.018439374120319485,1,91.69,8.47,100.0,0.019065249071170597
650,93,8,True,Goal reached,0.05,0.0,1,91.69,8.47,100.0,0.019065249071170597
651,93,8,True,Goal reached,0.05,0.0,1,91.69,8.47,100.0,0.019065249071170597
652,88,9,True,Goal reached,0.05,0.022781389507386507,1,91.64,8.48,100.0,0.019293062966244463
653,93,8,True,Goal reached,0.05,0.0,1,91.64,8.48,100.0,0.019293062966244463
654,91,10,True,Goal reached,0.05,0.016595436708286115,1,91.62,8.5,100.0,0.019459017333327323
655,93,8,True,Goal reached,0.05,0.0,1,91.62,8.5,100.0,0.019459017333327323
656,93,8,True,Goal reached,0.05,0.0,1,91.64,8.48,100.0,0.018904488918848585
657,93,8,True,Goal reached,0.05,0.0,1,91.71,8.45,100.0,0.018149718851664432
658,93,8,True,Goal reached,0.05,0.0,1,91.73,8.43,100.0,0.017650643278633568
659,93,8,True,Goal reached,0.05,0.0,1,91.73,8.43,100.0,0.017650643278633568
660,93,8,True,Goal reached,0.05,0.0,1,91.73,8.43,100.0,0.017650643278633568
661,91,10,True,Goal reached,0.05,0.023488122294395453,1,91.71,8.45,100.0,0.017885524501577522
662,91,10,True,Goal reached,0.05,0.013253783991856949,1,91.74,8.46,100.0,0.017732721601155247
663,93,8,True,Goal reached,0.05,0.0,1,91.74,8.46,100.0,0.017732721601155247
664,88,9,True,Goal reached,0.05,0.12863112938021004,1,91.69,8.47,100.0,0.01901903289495735
665,88,9,True,Goal reached,0.05,0.11576801644218904,1,91.64,8.48,100.0,0.02017671305937924
666,93,8,True,Goal reached,0.05,0.0,1,91.74,8.46,100.0,0.019322893101859508
667,93,8,True,Goal reached,0.05,0.0,1,91.81,8.43,100.0,0.0173623515780033
668,93,8,True,Goal reached,0.05,0.0,1,91.81,8.43,100.0,0.0173623515780033
669,88,9,True,Goal reached,0.05,0.10419121479797155,1,91.76,8.44,100.0,0.018404263725983014
670,91,10,True,Goal reached,0.05,0.19173024379504966,1,91.84,8.44,100.0,0.019921241256811727
671,93,8,True,Goal reached,0.05,0.0,1,91.86,8.42,100.0,0.01924194819634593
672,88,9,True,Goal reached,0.05,0.0204586532395723,1,91.81,8.43,100.0,0.019446534728741652
673,93,8,True,Goal reached,0.05,0.0,1,91.83,8.41,100.0,0.01921888813466353
674,93,8,True,Goal reached,0.05,0.0,1,91.88,8.4,100.0,0.017454400763192907
675,93,8,True,Goal reached,0.05,0.0,1,91.88,8.4,100.0,0.017454400763192907
676,93,8,True,Goal reached,0.05,0.0,1,91.88,8.4,100.0,0.017454400763192907
677,81,12,True,Goal reached,0.05,0.023112599967610947,1,91.81,8.43,100.0,0.01609748812854548
678,93,8,True,Goal reached,0.05,0.0,1,91.81,8.43,100.0,0.01609748812854548
679,93,8,True,Goal reached,0.05,0.0,1,91.86,8.42,100.0,0.01596155891990719
680,93,8,True,Goal reached,0.05,0.0,1,91.86,8.42,100.0,0.01596155891990719
681,93,8,True,Goal reached,0.05,0.0,1,91.86,8.42,100.0,0.01596155891990719
682,93,8,True,Goal reached,0.05,0.0,1,91.86,8.42,100.0,0.01596155891990719
683,93,8,True,Goal reached,0.05,0.0,1,91.88,8.4,100.0,0.015442777213951188
684,93,8,True,Goal reached,0.05,0.0,1,91.88,8.4,100.0,0.015442777213951188
685,93,8,True,Goal reached,0.05,0.0,1,91.88,8.4,100.0,0.015442777213951188
686,93,8,True,Goal reached,0.05,0.0,1,92.0,8.36,100.0,0.015152800395501842
687,88,9,True,Goal reached,0.05,0.03602924164096066,1,92.0,8.36,100.0,0.014236328238985295
688,93,8,True,Goal reached,0.05,0.0,1,92.0,8.36,100.0,0.014236328238985295
689,93,8,True,Goal reached,0.05,0.0,1,92.0,8.36,100.0,0.014236328238985295
690,93,8,True,Goal reached,0.05,0.0,1,92.0,8.36,100.0,0.014236328238985295
691,93,8,True,Goal reached,0.05,0.0,1,92.0,8.36,100.0,0.014236328238985295
692,93,8,True,Goal reached,0.05,0.0,1,92.05,8.35,100.0,0.013602851070233726
693,93,8,True,Goal reached,0.05,0.0,1,92.05,8.35,100.0,0.013602851070233726
694,93,8,True,Goal reached,0.05,0.0,1,92.05,8.35,100.0,0.013602851070233726
695,93,8,True,Goal reached,0.05,0.0,1,92.05,8.35,100.0,0.013602851070233726
696,93,8,True,Goal reached,0.05,0.0,1,92.1,8.34,100.0,0.013032721618357357
697,93,8,True,Goal reached,0.05,0.0,1,92.15,8.33,100.0,0.012519605111668568
698,88,9,True,Goal reached,0.05,0.015555380133505992,1,92.1,8.34,100.0,0.012675158913003628
699,91,10,True,Goal reached,0.05,0.1770547173775725,1,92.13,8.35,100.0,0.013983901230759486
700,93,8,True,Goal reached,0.05,0.0,1,92.13,8.35,100.0,0.013983901230759486
701,93,8,True,Goal reached,0.05,0.0,1,92.13,8.35,100.0,0.013983901230759486
702,93,8,True,Goal reached,0.05,0.0,1,92.13,8.35,100.0,0.013983901230759486
703,93,8,True,Goal reached,0.05,0.0,1,92.18,8.34,100.0,0.012554666459868287
704,91,10,True,Goal reached,0.05,0.02113931006496017,1,92.16,8.36,100.0,0.012766059560517889
705,93,8,True,Goal reached,0.05,0.0,1,92.16,8.36,100.0,0.012766059560517889
706,93,8,True,Goal reached,0.05,0.0,1,92.16,8.36,100.0,0.012766059560517889
707,83,10,True,Goal reached,0.05,0.020503250556643593,1,92.06,8.38,100.0,0.012971092066084324
708,93,8,True,Goal reached,0.05,0.0,1,92.06,8.38,100.0,0.012971092066084324
709,91,10,True,Goal reached,0.05,0.011928405592684044,1,92.04,8.4,100.0,0.013090376122011164
710,88,9,True,Goal reached,0.05,0.03730566315005035,1,91.99,8.41,100.0,0.013463432753511669
711,93,8,True,Goal reached,0.05,0.0,1,91.99,8.41,100.0,0.013463432753511669
712,88,9,True,Goal reached,0.05,0.07684379617678161,1,91.94,8.42,100.0,0.014231870715279484
713,93,8,True,Goal reached,0.05,0.0,1,91.94,8.42,100.0,0.014231870715279484
714,88,9,True,Goal reached,0.05,0.07078034125153465,1,91.89,8.43,100.0,0.01493967412779483
715,86,11,True,Goal reached,0.05,0.04669035353605011,1,91.82,8.46,100.0,0.015406577663155332
716,93,8,True,Goal reached,0.05,0.0,1,91.82,8.46,100.0,0.015406577663155332
717,93,8,True,Goal reached,0.05,0.0,1,91.82,8.46,100.0,0.015406577663155332
718,93,8,True,Goal reached,0.05,0.0,1,91.82,8.46,100.0,0.015406577663155332
719,93,8,True,Goal reached,0.05,0.0,1,91.82,8.46,100.0,0.015406577663155332
720,93,8,True,Goal reached,0.05,0.0,1,91.82,8.46,100.0,0.015406577663155332
721,93,8,True,Goal reached,0.05,0.0,1,91.82,8.46,100.0,0.015406577663155332
722,93,8,True,Goal reached,0.05,0.0,1,91.84,8.44,100.0,0.015145598526550898
723,93,8,True,Goal reached,0.05,0.0,1,91.84,8.44,100.0,0.015145598526550898
724,93,8,True,Goal reached,0.05,0.0,1,91.84,8.44,100.0,0.015145598526550898
725,88,9,True,Goal reached,0.05,0.032426317476861755,1,91.79,8.45,100.0,0.015469861701319516
726,88,9,True,Goal reached,0.05,0.018412787915607964,1,91.74,8.46,100.0,0.015653989580475595
727,93,8,True,Goal reached,0.05,0.0,1,91.74,8.46,100.0,0.015653989580475595
728,88,9,True,Goal reached,0.05,0.004502489610359817,1,91.69,8.47,100.0,0.015699014476579193
729,93,8,True,Goal reached,0.05,0.0,1,91.71,8.45,100.0,0.015494132541908883
730,88,9,True,Goal reached,0.05,0.029183685729179842,1,91.66,8.46,100.0,0.01578596939920068
731,93,8,True,Goal reached,0.05,0.0,1,91.68,8.44,100.0,0.01371115802323125
732,93,8,True,Goal reached,0.05,0.0,1,91.68,8.44,100.0,0.01371115802323125
733,93,8,True,Goal reached,0.05,0.0,1,91.68,8.44,100.0,0.01371115802323125
734,88,9,True,Goal reached,0.05,0.013999842120156814,1,91.63,8.45,100.0,0.013851156444432817
735,93,8,True,Goal reached,0.05,0.0,1,91.63,8.45,100.0,0.013851156444432817
736,88,9,True,Goal reached,0.05,0.004052240649329519,1,91.58,8.46,100.0,0.013891678850926112
737,93,8,True,Goal reached,0.05,0.0,1,91.58,8.46,100.0,0.013891678850926112
738,93,8,True,Goal reached,0.05,0.0,1,91.63,8.45,100.0,0.01363487218461934
739,93,8,True,Goal reached,0.05,0.0,1,91.63,8.45,100.0,0.01363487218461934
740,93,8,True,Goal reached,0.05,0.0,1,91.7,8.42,100.0,0.01312526265467909
741,93,8,True,Goal reached,0.05,0.0,1,91.7,8.42,100.0,0.01312526265467909
742,93,8,True,Goal reached,0.05,0.0,1,91.7,8.42,100.0,0.01312526265467909
743,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012948577872270875
744,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012948577872270875
745,88,9,True,Goal reached,0.05,0.008918315378750208,1,91.7,8.42,100.0,0.013037761026058376
746,93,8,True,Goal reached,0.05,0.0,1,91.7,8.42,100.0,0.013037761026058376
747,93,8,True,Goal reached,0.05,0.0,1,91.7,8.42,100.0,0.013037761026058376
748,93,8,True,Goal reached,0.05,0.0,1,91.7,8.42,100.0,0.013037761026058376
749,93,8,True,Goal reached,0.05,0.0,1,91.72,8.4,100.0,0.012853367284855182
750,93,8,True,Goal reached,0.05,0.0,1,91.72,8.4,100.0,0.012853367284855182
751,91,10,True,Goal reached,0.05,0.010735565033414218,1,91.7,8.42,100.0,0.012960722935189324
752,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012732909040115458
753,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012732909040115458
754,93,8,True,Goal reached,0.05,0.0,1,91.77,8.39,100.0,0.012566954673032598
755,91,10,True,Goal reached,0.05,0.019025379058462022,1,91.75,8.41,100.0,0.012757208463617218
756,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012757208463617218
757,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012757208463617218
758,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012757208463617218
759,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012757208463617218
760,91,10,True,Goal reached,0.05,0.01344230373371147,1,91.73,8.43,100.0,0.012891631500954332
761,93,8,True,Goal reached,0.05,0.0,1,91.75,8.41,100.0,0.012656750278010378
762,93,8,True,Goal reached,0.05,0.0,1,91.77,8.39,100.0,0.01252421243809181
763,93,8,True,Goal reached,0.05,0.0,1,91.77,8.39,100.0,0.01252421243809181
764,93,8,True,Goal reached,0.05,0.0,1,91.82,8.38,100.0,0.011237901144289708
765,93,8,True,Goal reached,0.05,0.0,1,91.87,8.37,100.0,0.010080220979867818
