episode,reward
1666,-19.080896
1667,-15.413136
1668,-15.310671
1669,-20.378761
1670,-16.434338
1671,-13.79193
1672,-15.025887
1673,-9.320664
1674,-16.876143
1675,-13.159168
1676,-13.218571
1677,-13.513206
1678,-10.294324
1679,-14.363096
1680,-13.3499975
1681,-11.640613
1682,-9.544033
1683,-15.682898
1684,-17.891275
1685,-13.804004
1686,-13.660104
1687,-13.959013
1688,-15.518724
1689,-11.077917
1690,-19.351444
1691,-19.889128
1692,-14.26306
1693,-17.491278
1694,-10.839635
1695,-12.856057
1696,-11.975048
1697,-11.563059
1698,-13.3689785
1699,-15.152413
1700,-9.029136
1701,-19.756935
1702,-16.474033
1703,-8.801845
1704,-9.500732
1705,-19.09715
1706,-12.023973
1707,-10.591575
1708,-18.505455
1709,-19.970253
1710,-15.379783
1711,-11.740633
1712,-18.26354
1713,-15.885113
1714,-19.48768
1715,-19.556154
1716,-18.740076
1717,-12.298571
1718,-15.0071
1719,-9.361359
1720,-10.861284
1721,-16.786905
1722,-17.11014
1723,-17.023947
1724,-17.818691
1725,-9.96915
1726,-10.760859
1727,-16.644733
1728,-12.329787
1729,-11.850047
1730,-17.107807
1731,-10.877886
1732,-15.881108
1733,-14.1706915
1734,-10.518652
1735,-13.295553
1736,-17.358364
1737,-11.748898
1738,-19.8498
1739,-14.626121
1740,-14.441734
1741,-13.546312
1742,-15.397371
1743,-20.1657
1744,-14.558146
1745,-9.094613
1746,-15.1511755
1747,-13.174752
1748,-19.244478
1749,-8.621299
1750,-12.358874
1751,-19.02805
1752,-13.044181
1753,-12.794148
1754,-12.83586
1755,-14.735128
1756,-13.267692
1757,-13.798583
1758,-9.105746
1759,-7.453631
1760,-16.601873
1761,-9.097471
1762,-11.925374
1763,-16.10488
1764,-16.832972
1765,-14.458424
1766,-8.316371
1767,-12.525932
1768,-17.511612
1769,-20.344309
1770,-10.610117
1771,-19.902948
1772,-13.593216
1773,-16.354662
1774,-16.073889
1775,-14.744633
1776,-16.547256
1777,-17.320454
1778,-20.558708
1779,-13.474251
1780,-17.505241
1781,-13.239236
1782,-16.882303
1783,-12.655494
1784,-15.647391
1785,-7.918474
1786,-9.920229
1787,-18.226778
1788,-12.551933
1789,-10.422284
1790,-12.041668
1791,-14.115186
1792,-18.911917
1793,-12.866956
1794,-12.968106
1795,-10.161986
1796,-12.26277
1797,-12.1849
1798,-10.933751
1799,-14.7704315
1800,-10.999728
1801,-18.084232
1802,-11.419083
1803,-19.639124
1804,-14.625754
1805,-12.54653
1806,-9.328166
1807,-12.398273
1808,-10.944844
1809,-12.535378
1810,-11.559155
1811,-12.512227
1812,-19.071072
1813,-12.944663
1814,-13.738847
1815,-9.386799
1816,-10.315913
1817,-11.910916
1818,-9.715622
1819,-12.448912
1820,-12.142464
1821,-13.6995735
1822,-11.612618
1823,-11.133493
1824,-10.711268
1825,-12.214918
1826,-9.671447
1827,-9.220982
1828,-13.266325
1829,-17.402746
1830,-13.888548
1831,-10.011412
1832,-10.532
1833,-10.334822
1834,-10.178985
1835,-7.975984
1836,-12.440445
1837,-11.83423
1838,-9.023412
1839,-12.675542
1840,-12.9901905
1841,-11.131777
1842,-17.601513
1843,-10.399808
1844,-10.76059
1845,-14.140704
1846,-12.207742
1847,-13.381898
1848,-11.326844
1849,-18.397133
1850,-11.459522
1851,-8.954333
1852,-10.091998
1853,-19.345669
1854,-6.75037
1855,-17.189016
1856,-15.428692
1857,-7.8371987
1858,-11.518592
1859,-10.575656
1860,-8.570787
1861,-6.458427
1862,-9.2594385
1863,-8.045932
1864,-9.153543
1865,-11.895476
1866,-17.279806
1867,-15.584065
1868,-11.255195
1869,-8.279194
1870,-11.752468
1871,-12.833247
1872,-10.361518
1873,-10.5738125
1874,-14.974853
1875,-9.774817
1876,-17.69049
1877,-9.385256
1878,-13.27803
1879,-8.814713
1880,-5.848059
1881,-18.244093
1882,-6.28115
1883,-16.49987
1884,-15.70068
1885,-7.375467
1886,-11.24554
1887,-15.641158
1888,-18.789515
1889,-12.245898
1890,-9.070994
1891,-8.731091
1892,-7.0207157
1893,-7.0900607
1894,-9.307682
1895,-8.1764555
1896,-10.268521
1897,-13.787957
1898,-11.341389
1899,-9.047067
1900,-13.286815
1901,-15.345806
1902,-13.328045
1903,-18.003792
1904,-7.199862
1905,-8.421841
1906,-14.299519
1907,-10.639761
1908,-7.705355
1909,-12.222791
1910,-9.7387495
1911,-17.16401
1912,-12.644685
1913,-7.007653
1914,-13.935441
1915,-7.889424
1916,-16.528894
1917,-14.583462
1918,-14.325915
1919,-8.348177
1920,-9.027992
1921,-17.303986
1922,-8.139298
1923,-6.3252153
1924,-17.352955
1925,-10.501568
1926,-7.7511115
1927,-14.623963
1928,-7.167355
1929,-10.655383
1930,-14.403432
1931,-18.59663
1932,-7.956247
1933,-13.7733
1934,-10.165745
1935,-12.62652
1936,-5.2101693
1937,-7.941904
1938,-14.48629
1939,-16.11084
1940,-11.511245
1941,-8.648882
1942,-6.6374307
1943,-10.312224
1944,-12.419427
1945,-19.212088
1946,-16.676628
1947,-10.090046
1948,-15.137349
1949,-8.554879
1950,-12.662732
1951,-11.291775
1952,-12.81058
1953,-12.164208
1954,-14.690748
1955,-7.33399
1956,-6.8644753
1957,-15.143785
1958,-11.551683
1959,-10.294328
1960,-6.5459776
1961,-6.7067447
1962,-14.915831
1963,-7.029098
1964,-8.921522
1965,-9.181806
1966,-10.125928
1967,-8.697095
1968,-8.991861
1969,-16.819504
1970,-9.762035
1971,-8.0966215
1972,-11.677448
1973,-9.636537
1974,-13.260342
1975,-13.263287
1976,-13.435503
1977,-11.8277
1978,-8.608784
1979,-11.914522
1980,-12.637211
1981,-10.7577505
1982,-12.060362
1983,-7.5147657
1984,-16.966492
1985,-7.929641
1986,-17.053333
1987,-6.2807927
1988,-5.3060193
1989,-13.912361
1990,-9.129867
1991,-7.9190016
1992,-9.772217
1993,-11.974182
1994,-6.561051
1995,-16.119265
1996,-6.6173043
1997,-5.2612376
1998,-5.584076
1999,-10.034671
2000,-15.723566
2001,-12.4187
2002,-11.205907
2003,-8.595615
2004,-13.390786
2005,-12.830327
2006,-10.571663
2007,-5.625086
2008,-6.4498973
2009,-8.751076
2010,-11.579904
2011,-14.252487
2012,-6.0212398
2013,-15.084745
2014,-5.7156444
2015,-11.553304
2016,-14.294445
2017,-6.3702464
2018,-5.847586
2019,-12.909488
2020,-10.640755
2021,-6.252058
2022,-12.30747
2023,-16.85805
2024,-11.419311
2025,-7.222791
2026,-14.5898075
2027,-10.755367
2028,-6.0410037
2029,-14.834289
2030,-15.998402
2031,-6.864173
2032,-7.1278543
2033,-12.69784
2034,-8.543317
2035,-17.088434
2036,-15.729663
2037,-4.4816184
2038,-15.864
2039,-8.542248
2040,-6.4619217
2041,-8.71597
2042,-8.175174
2043,-7.275464
2044,-6.031229
2045,-7.31682
2046,-13.2883005
2047,-10.075283
2048,-9.098994
