episode,reward
422,-55.74677
423,-57.164677
424,-58.275517
425,-48.05885
426,-56.515224
427,-55.095493
428,-52.487522
429,-53.712784
430,-55.74634
431,-58.829887
432,-56.729053
433,-55.272114
434,-52.473324
435,-59.29314
436,-60.782524
437,-55.073574
438,-52.337162
439,-55.398514
440,-52.371307
441,-61.175694
442,-56.427177
443,-56.47006
444,-53.956547
445,-60.048534
446,-52.02007
447,-60.444004
448,-55.177994
449,-55.584282
450,-55.7079
451,-62.183384
452,-55.356075
453,-57.44399
454,-61.618465
455,-59.21814
456,-55.012043
457,-52.53245
458,-55.7839
459,-54.905792
460,-53.832027
461,-55.37123
462,-58.7129
463,-54.73425
464,-54.295536
465,-54.47821
466,-47.919632
467,-55.156067
468,-57.68539
469,-51.57853
470,-59.74442
471,-55.152008
472,-55.43235
473,-58.794235
474,-59.165424
475,-62.201305
476,-55.677944
477,-56.4145
478,-59.71814
479,-51.82623
480,-54.052162
481,-49.225216
482,-56.661324
483,-61.47543
484,-54.61773
485,-60.874413
486,-55.607265
487,-56.315243
488,-52.61798
489,-53.82036
490,-59.718124
491,-54.45862
492,-57.10224
493,-54.01929
494,-59.02821
495,-50.659676
496,-54.624557
497,-63.710724
498,-57.98381
499,-60.033978
500,-51.740726
501,-53.487957
502,-57.80803
503,-57.32102
504,-52.644768
505,-54.70086
506,-59.89529
507,-51.704533
508,-50.14871
509,-50.366188
510,-58.35464
511,-56.83867
512,-53.197853
513,-61.416428
514,-52.752975
515,-57.667587
516,-58.733685
517,-58.699577
518,-57.174652
519,-55.353508
520,-56.254246
521,-58.596573
522,-50.53179
523,-53.514824
524,-54.83674
525,-61.143764
526,-58.688953
527,-52.82131
528,-60.178238
529,-51.232136
530,-56.4764
531,-53.563625
532,-59.457043
533,-64.62549
534,-59.125595
535,-57.25363
536,-59.078304
537,-56.671097
538,-52.450306
539,-59.659348
540,-52.21292
541,-61.247738
542,-55.570553
543,-55.682804
544,-58.284378
545,-56.68078
546,-56.409473
547,-56.754623
548,-58.718884
549,-57.444347
550,-51.578117
551,-59.948593
552,-55.972652
553,-55.321083
554,-57.81404
555,-57.10794
556,-56.385147
557,-57.99915
558,-59.34254
559,-57.6458
560,-60.538467
561,-58.539932
562,-66.33717
563,-54.985325
564,-58.46394
565,-55.713764
566,-59.994373
567,-49.907135
568,-63.425194
569,-60.241585
570,-52.317505
571,-59.34836
572,-57.695065
573,-55.898827
574,-56.147636
575,-54.89578
576,-52.952995
577,-55.721626
578,-58.613163
579,-53.796043
580,-57.366573
581,-56.424477
582,-53.801388
583,-60.871014
584,-63.820736
585,-57.93246
586,-56.961205
587,-60.337437
588,-56.095585
589,-56.165264
590,-62.0023
591,-56.253517
592,-58.55433
593,-59.436893
594,-60.64808
595,-52.911434
596,-62.90847
597,-57.70484
598,-52.89065
599,-48.580715
600,-54.866985
601,-52.55071
602,-56.867203
603,-59.096977
604,-55.31606
605,-52.738453
606,-51.347923
607,-58.273174
608,-51.203724
609,-46.021164
610,-57.448776
611,-54.125614
612,-51.967865
613,-64.10722
614,-52.93446
615,-47.84418
616,-55.595474
617,-57.31568
618,-52.037643
619,-53.69379
620,-60.531414
621,-56.590305
622,-57.518612
623,-60.83652
624,-60.908863
625,-58.230892
626,-52.133705
627,-58.821724
628,-59.79572
629,-58.701187
630,-55.525154
631,-59.08139
632,-50.822906
633,-57.727097
634,-57.698948
635,-51.781807
636,-58.701046
637,-57.909782
638,-53.126225
639,-57.39242
640,-56.44225
641,-53.830082
642,-53.612347
643,-58.061726
644,-54.142845
645,-59.407288
646,-53.359795
647,-55.5482
648,-56.25392
649,-56.782394
650,-57.121113
651,-56.55286
652,-56.30802
653,-55.293465
654,-53.250465
655,-61.205788
656,-57.62133
657,-56.912636
658,-62.873653
659,-54.10342
660,-57.576088
661,-54.2747
662,-52.11286
663,-62.859493
664,-50.44497
665,-61.477222
666,-54.66009
667,-53.998272
668,-56.58594
669,-54.810123
670,-50.27824
671,-56.076626
672,-57.119205
673,-59.16356
674,-60.298122
675,-56.308884
676,-60.61038
677,-57.980354
678,-61.595688
679,-62.73498
680,-63.832478
681,-62.59709
682,-63.40111
683,-56.482624
684,-59.67294
685,-56.109936
686,-59.875927
687,-55.11473
688,-59.544846
689,-63.5004
690,-67.05705
691,-64.441826
692,-53.065643
693,-55.790947
694,-58.454227
695,-63.79707
696,-56.475956
697,-58.901722
698,-60.010895
699,-65.785866
700,-63.49009
701,-67.18041
702,-64.06706
703,-58.720936
704,-62.56186
705,-60.21844
706,-67.8666
707,-57.62768
708,-63.25121
709,-60.64468
710,-62.208992
711,-62.7424
712,-64.35197
713,-67.226616
714,-60.406445
715,-62.518356
716,-65.30561
717,-61.476715
718,-50.682102
719,-57.77764
720,-63.37381
721,-64.55557
722,-60.83668
723,-62.338318
724,-61.166344
725,-66.24367
726,-50.713562
727,-62.03391
728,-68.51605
729,-55.20102
730,-56.764034
731,-64.418
732,-59.178604
733,-63.83986
734,-63.306187
735,-65.06014
736,-61.72672
737,-59.191246
738,-63.25008
739,-57.320724
740,-59.326847
741,-60.64961
742,-57.531685
743,-60.01105
744,-59.1939
745,-60.973488
746,-59.311256
747,-52.99141
748,-58.978016
749,-60.130516
750,-64.7186
751,-61.24963
752,-58.955837
753,-62.679386
754,-62.24369
755,-58.63823
756,-64.179016
757,-59.15404
758,-61.027767
759,-60.344894
760,-56.40896
761,-59.43142
762,-62.547844
763,-58.515915
764,-58.158047
765,-53.57808
766,-60.565342
767,-61.73228
768,-58.00838
769,-59.28226
770,-56.267094
771,-56.252296
772,-54.335632
773,-57.94809
774,-61.702522
775,-60.14687
776,-58.295483
777,-58.566616
778,-63.193752
779,-54.12833
780,-55.981834
781,-57.11393
782,-55.867317
783,-57.18355
784,-59.45151
785,-56.91186
786,-57.812374
787,-59.463303
788,-56.08354
789,-59.002663
790,-55.42659
791,-60.15292
792,-56.873695
793,-55.870037
794,-62.58128
795,-55.22395
796,-56.7485
797,-59.534725
798,-53.258713
799,-57.57392
800,-60.700523
801,-57.679893
802,-56.899178
803,-56.99645
804,-59.641125
805,-62.862877
806,-53.312405
807,-60.255207
808,-54.080032
809,-54.909107
810,-54.527355
811,-48.863853
812,-54.9974
813,-53.320877
814,-62.1354
815,-54.470825
816,-58.113293
817,-58.76611
818,-52.941105
819,-59.222443
820,-61.89487
821,-64.57427
822,-64.45205
823,-64.796326
824,-62.772846
825,-60.418953
826,-59.851643
827,-56.477802
828,-62.312317
829,-63.031704
830,-64.667915
831,-60.000454
832,-59.288784
833,-65.88335
834,-60.51551
835,-60.030064
836,-57.783886
837,-64.74773
838,-61.50024
839,-60.641052
840,-60.218628
841,-58.05558
842,-58.661495
843,-57.53044
844,-63.54805
845,-59.200104
846,-62.34899
847,-58.24901
848,-57.164276
849,-55.012943
850,-60.742786
851,-56.219337
852,-64.34398
853,-60.21008
854,-54.43263
855,-57.02457
856,-55.557438
857,-57.22187
858,-63.191685
859,-55.458546
860,-58.62953
861,-60.32931
862,-61.423023
863,-64.44844
864,-66.26884
865,-58.467552
866,-57.75287
867,-57.674046
868,-58.16366
869,-56.38898
870,-61.875492
871,-63.472496
872,-62.526817
873,-67.633255
874,-65.90681
875,-57.898857
876,-60.539333
877,-66.55409
878,-61.729034
879,-61.130318
880,-60.968903
881,-61.341625
882,-59.068695
883,-58.25373
884,-54.421562
885,-60.598766
886,-62.707718
887,-58.458122
888,-57.114235
889,-57.825478
890,-52.36901
891,-60.38181
892,-61.74733
893,-58.769634
894,-61.6148
895,-62.921307
896,-48.28039
897,-59.503212
898,-51.366726
899,-54.072277
900,-60.821594
901,-55.088295
902,-60.12594
903,-56.44498
904,-62.255
905,-62.944626
906,-59.465664
907,-62.693237
908,-61.80425
909,-57.053192
910,-65.00035
911,-61.770687
912,-58.167114
913,-50.822704
914,-58.21187
915,-60.64202
916,-59.321877
917,-57.744274
918,-57.029522
919,-64.69177
920,-56.917786
921,-58.594227
922,-56.966034
923,-58.475594
924,-59.140278
925,-55.22615
926,-60.215183
927,-54.21641
928,-58.096123
929,-60.706688
930,-53.418045
931,-65.17163
932,-54.82464
933,-57.02304
934,-58.147842
935,-53.874767
936,-54.068314
937,-58.476192
938,-55.26388
939,-62.855644
940,-62.135513
941,-55.75007
942,-57.104168
943,-56.707027
944,-58.321877
945,-61.50938
946,-57.745968
947,-60.067657
948,-59.033962
949,-53.89149
950,-50.106216
951,-60.16195
952,-53.92766
953,-62.044975
954,-56.15255
955,-61.50522
956,-63.580566
957,-57.963894
958,-57.72442
959,-52.47469
960,-53.2301
961,-58.943726
962,-59.203957
963,-58.38094
964,-54.389805
965,-57.925144
966,-56.101326
967,-58.68921
968,-52.250698
969,-55.711136
970,-58.12126
971,-61.15505
972,-57.946182
973,-54.153965
974,-51.523155
975,-54.161655
976,-56.379314
977,-51.37152
978,-54.55128
979,-58.45178
980,-53.456814
981,-48.319057
982,-56.837856
983,-57.101856
984,-56.258007
985,-59.83956
986,-60.277718
987,-56.760845
988,-55.283043
989,-63.33222
990,-58.133625
991,-56.597523
992,-55.37516
993,-57.86415
994,-53.58075
995,-57.25854
996,-55.21544
997,-50.844154
998,-57.409813
999,-50.463223
1000,-63.288193
1001,-54.873974
1002,-56.12666
1003,-53.60423
1004,-57.467693
1005,-53.209934
1006,-54.682217
1007,-58.42609
1008,-54.557804
1009,-49.7418
1010,-55.210094
1011,-52.280987
1012,-56.601387
1013,-52.08195
1014,-61.043934
1015,-50.390663
1016,-55.327988
1017,-56.02094
1018,-54.555153
1019,-57.180584
1020,-57.196743
1021,-55.330025
1022,-58.256184
1023,-49.322876
1024,-58.20986
1025,-58.187874
1026,-51.761116
1027,-53.151714
1028,-55.262043
1029,-54.828613
1030,-58.736298
1031,-56.20681
1032,-54.779446
1033,-55.331745
1034,-54.31181
1035,-53.889935
1036,-57.518673
1037,-49.748318
1038,-47.683743
1039,-56.55862
1040,-55.57295
1041,-49.04325
1042,-50.99788
1043,-49.501682
1044,-52.015728
1045,-56.593616
1046,-57.995556
1047,-58.007576
1048,-52.87884
1049,-56.33532
1050,-44.84186
1051,-55.43215
1052,-58.950607
1053,-52.85423
1054,-53.429546
1055,-58.195442
1056,-54.948105
1057,-59.9535
1058,-49.670628
1059,-59.02665
1060,-47.693695
1061,-50.259388
1062,-53.562187
1063,-49.25039
1064,-56.418243
1065,-52.701443
1066,-45.742134
1067,-41.38828
1068,-54.540043
1069,-49.75517
1070,-55.234085
1071,-56.58977
1072,-58.966305
1073,-57.28375
1074,-54.902115
1075,-57.60267
1076,-53.36656
1077,-60.33361
1078,-52.35813
1079,-51.59275
1080,-55.359406
1081,-54.46961
1082,-56.105022
1083,-50.363804
1084,-50.315258
1085,-47.58825
1086,-53.554104
1087,-49.026146
1088,-50.52565
1089,-54.64234
1090,-52.68831
1091,-50.391808
1092,-55.553818
1093,-54.64464
1094,-51.3568
1095,-58.834126
1096,-57.036835
1097,-53.27818
1098,-53.884563
1099,-53.199993
1100,-63.05562
1101,-58.34643
1102,-49.71095
1103,-47.62359
1104,-49.643547
1105,-63.839237
1106,-51.470486
1107,-54.70161
1108,-60.933437
1109,-55.643696
1110,-49.333935
1111,-52.048454
1112,-56.06256
1113,-56.550625
1114,-57.264523
1115,-54.362537
1116,-59.05543
1117,-54.70828
1118,-56.086056
1119,-46.470787
1120,-55.987038
1121,-49.935734
1122,-52.786762
1123,-50.312965
1124,-51.98491
1125,-53.00437
1126,-56.867393
1127,-47.944614
1128,-49.494587
1129,-49.145115
1130,-51.023674
1131,-48.74775
1132,-57.4696
1133,-47.352283
1134,-49.22772
1135,-50.329823
1136,-51.000023
1137,-55.143066
1138,-43.357304
1139,-51.21691
1140,-51.45479
1141,-50.97988
1142,-51.642883
1143,-61.420406
1144,-46.44639
1145,-47.836082
1146,-48.58458
1147,-47.894768
1148,-41.221237
1149,-38.143524
1150,-47.593987
1151,-42.522034
1152,-44.98692
1153,-51.935177
1154,-54.60216
1155,-48.556458
1156,-45.678555
1157,-48.11611
1158,-40.62577
1159,-43.86562
1160,-49.403126
1161,-47.84447
1162,-49.67311
1163,-44.05593
1164,-46.030643
1165,-42.760815
1166,-45.310646
1167,-49.016457
1168,-54.995678
1169,-48.085068
1170,-46.760044
1171,-46.02532
1172,-52.30122
1173,-47.986782
1174,-46.758095
1175,-47.592003
1176,-48.03403
1177,-51.149708
1178,-44.143406
1179,-53.707
1180,-42.853237
1181,-45.877926
1182,-54.32804
1183,-48.285046
1184,-48.46954
1185,-47.183887
1186,-47.777542
1187,-40.06581
1188,-48.08374
1189,-41.209213
1190,-44.12527
1191,-37.830826
1192,-44.127235
1193,-45.678352
1194,-40.049427
1195,-48.55714
1196,-41.09823
1197,-46.3822
1198,-46.573353
1199,-42.443287
1200,-46.354073
1201,-43.303936
1202,-42.938057
1203,-47.336285
1204,-39.81754
1205,-38.62242
1206,-37.28718
1207,-37.37825
1208,-46.504
1209,-36.04029
1210,-41.277172
1211,-26.22606
1212,-48.4433
1213,-36.882874
1214,-42.309586
1215,-43.740543
1216,-48.462837
1217,-37.756695
1218,-48.11657
1219,-41.774445
1220,-40.352444
1221,-37.692127
1222,-39.095703
1223,-46.44247
1224,-41.830193
1225,-35.578526
1226,-44.672287
1227,-44.901264
1228,-47.730534
1229,-38.596397
1230,-38.22885
1231,-35.188004
1232,-40.62532
1233,-35.450607
1234,-39.427685
1235,-34.335636
1236,-45.153946
1237,-35.812935
1238,-41.288925
1239,-39.095028
1240,-34.419235
1241,-40.530533
1242,-40.795986
1243,-46.82726
1244,-34.628147
1245,-33.264935
1246,-44.183083
1247,-34.860256
1248,-46.695587
1249,-43.196133
1250,-39.18257
1251,-34.36931
1252,-37.175545
1253,-40.016346
1254,-41.82637
1255,-40.59362
1256,-31.242212
1257,-34.406033
1258,-41.35724
1259,-45.704006
1260,-37.90432
1261,-29.233559
1262,-33.799942
1263,-41.343857
1264,-29.914074
1265,-36.24388
1266,-42.56224
1267,-34.53231
1268,-38.48324
1269,-37.84267
1270,-33.422386
1271,-36.420895
1272,-36.922794
1273,-34.958065
1274,-42.6149
1275,-34.849342
1276,-38.714222
1277,-37.485836
1278,-33.477077
1279,-33.271374
1280,-40.81519
1281,-32.47947
1282,-33.93634
1283,-31.806767
1284,-27.83221
1285,-22.560955
1286,-19.733849
1287,-40.782364
1288,-36.93872
1289,-33.49058
1290,-36.784523
1291,-40.186207
1292,-29.88628
1293,-30.186962
1294,-38.507587
1295,-38.069653
1296,-41.37765
1297,-43.620796
1298,-36.312824
1299,-34.427113
1300,-33.514557
1301,-29.695272
1302,-40.11837
1303,-33.93977
1304,-29.738554
1305,-28.552042
1306,-43.045746
1307,-33.48858
1308,-39.668594
1309,-32.67343
1310,-31.550268
1311,-32.876945
1312,-23.41867
1313,-31.118706
1314,-22.159512
1315,-27.459587
1316,-19.347263
1317,-30.882357
1318,-23.088112
1319,-26.571651
1320,-30.131836
1321,-29.066221
1322,-33.84389
1323,-22.649485
1324,-24.375736
1325,-31.807371
1326,-31.789322
1327,-25.339687
1328,-27.52444
1329,-22.823301
1330,-29.620447
1331,-28.812826
1332,-27.715145
1333,-31.988586
1334,-34.868702
1335,-28.626272
1336,-32.4282
1337,-37.768047
1338,-21.859484
1339,-32.454945
1340,-26.104918
1341,-26.917274
1342,-35.26535
1343,-29.694864
1344,-27.206453
1345,-25.386251
1346,-31.822895
1347,-24.48555
1348,-31.268929
1349,-30.901913
1350,-32.843903
1351,-18.726265
1352,-26.2908
1353,-23.739775
1354,-28.114
1355,-19.98442
1356,-31.49957
1357,-30.214458
1358,-30.978333
1359,-21.139788
1360,-24.851038
1361,-33.658573
1362,-23.085585
1363,-29.967756
1364,-27.317442
1365,-28.946682
1366,-18.061357
1367,-26.681316
1368,-20.015593
1369,-35.25367
1370,-35.66022
1371,-36.76312
1372,-27.461695
1373,-21.611254
1374,-26.758142
1375,-26.122711
1376,-31.64063
1377,-27.44064
1378,-17.490875
1379,-22.651844
1380,-21.944746
1381,-26.627735
1382,-32.25231
1383,-17.773727
1384,-17.070093
1385,-23.376385
1386,-24.65084
1387,-29.007933
1388,-27.418743
1389,-27.825087
1390,-28.492075
1391,-19.343859
1392,-27.342802
1393,-33.075535
1394,-16.47486
1395,-19.083769
1396,-31.046186
1397,-18.425245
1398,-25.124788
1399,-17.245012
1400,-18.895552
1401,-26.151182
1402,-18.773664
1403,-29.1486
1404,-17.221443
1405,-28.07539
1406,-19.269558
1407,-25.894014
1408,-23.43839
1409,-20.442894
1410,-22.575354
1411,-20.37822
1412,-21.780964
1413,-19.084837
1414,-24.620966
1415,-32.8597
1416,-29.666405
1417,-17.074265
1418,-20.455725
1419,-22.398256
1420,-20.110111
1421,-31.243195
1422,-26.739815
1423,-22.765495
1424,-21.578655
1425,-17.452131
1426,-21.559435
1427,-23.462185
1428,-21.23247
1429,-24.15357
1430,-19.102352
1431,-26.187273
1432,-18.072569
1433,-23.684742
1434,-22.820395
1435,-17.031282
1436,-18.790422
1437,-18.797039
1438,-21.91191
1439,-23.339882
1440,-22.679592
1441,-23.06873
1442,-24.253958
1443,-19.494755
1444,-21.329134
1445,-21.961147
1446,-18.005503
1447,-20.974615
1448,-21.200687
1449,-24.199505
1450,-21.552765
1451,-13.712245
1452,-16.603832
1453,-18.862732
1454,-15.51919
1455,-18.132957
1456,-15.514935
1457,-24.34583
1458,-15.143825
1459,-21.398228
1460,-20.101454
1461,-15.285726
1462,-19.972357
1463,-14.975405
1464,-18.055079
1465,-21.597002
1466,-25.553936
1467,-18.208918
1468,-19.454153
1469,-23.271349
1470,-23.045938
1471,-18.055565
1472,-16.481895
1473,-14.748613
1474,-20.173897
1475,-19.878649
1476,-22.72391
1477,-15.599665
1478,-14.443351
1479,-16.07503
1480,-22.976278
1481,-18.400272
1482,-19.79927
1483,-22.994324
1484,-19.902636
1485,-22.956562
1486,-26.6919
1487,-17.642822
1488,-21.412018
1489,-18.121979
1490,-19.556646
1491,-22.638187
1492,-14.395127
1493,-22.780954
1494,-16.406612
1495,-14.8737545
1496,-16.225264
1497,-13.856928
1498,-15.605914
1499,-15.074227
1500,-13.928042
1501,-14.949313
1502,-18.91753
1503,-15.284066
1504,-23.30386
1505,-19.00668
1506,-17.030014
1507,-18.603672
1508,-15.013612
1509,-13.741099
1510,-10.969261
1511,-20.579641
1512,-21.23692
1513,-21.426188
1514,-18.90009
1515,-22.753094
1516,-20.938402
1517,-19.516075
1518,-14.696607
1519,-21.11073
1520,-22.767595
1521,-20.48475
1522,-18.601965
1523,-12.224613
1524,-14.464393
1525,-18.418667
1526,-16.639791
1527,-23.344946
1528,-14.701703
1529,-17.39074
1530,-17.04138
1531,-19.080305
1532,-19.290565
1533,-12.950979
1534,-16.513824
1535,-16.635908
1536,-17.146986
1537,-13.648721
1538,-18.976149
1539,-17.72687
1540,-18.863111
1541,-16.199968
1542,-17.99839
1543,-23.337866
1544,-20.672905
1545,-13.807919
1546,-13.74313
1547,-16.42834
1548,-15.070732
1549,-20.22784
1550,-22.529327
1551,-19.939829
1552,-16.574444
1553,-23.108194
1554,-17.669031
1555,-16.088625
1556,-17.659422
1557,-20.559017
1558,-19.798443
1559,-21.712336
1560,-17.83002
1561,-14.04497
1562,-15.5000725
1563,-13.465001
1564,-19.967962
1565,-14.424271
1566,-19.670628
1567,-10.92033
1568,-18.617844
1569,-11.489498
1570,-13.11534
1571,-16.498499
1572,-11.051492
1573,-17.498756
1574,-17.776636
1575,-14.756005
1576,-16.105202
1577,-15.337311
1578,-19.226786
1579,-11.967394
1580,-11.872439
1581,-14.357418
1582,-19.762451
1583,-20.489407
1584,-18.651878
1585,-20.116232
1586,-12.913663
1587,-18.866508
1588,-19.19609
1589,-18.452713
1590,-15.580158
1591,-13.287259
1592,-17.54189
1593,-12.391525
1594,-12.149123
1595,-17.051664
1596,-21.040333
1597,-14.591877
1598,-13.423825
1599,-15.49439
1600,-19.136467
1601,-17.158663
1602,-11.736189
1603,-10.707957
1604,-15.936804
1605,-14.4877615
1606,-21.093952
1607,-17.122124
1608,-17.080156
1609,-16.873957
1610,-16.040102
1611,-11.891087
1612,-14.754371
1613,-19.819103
1614,-19.431662
1615,-15.136429
1616,-13.480077
1617,-14.552033
1618,-12.271517
1619,-21.121012
1620,-18.606777
1621,-19.431486
1622,-14.543388
1623,-13.8613615
1624,-16.2525
1625,-13.536336
1626,-16.013136
1627,-11.415578
1628,-12.944186
1629,-11.28162
1630,-21.795805
1631,-18.4331
1632,-17.712883
1633,-14.021043
1634,-14.886479
1635,-20.943422
1636,-12.529596
1637,-14.929831
1638,-15.030378
1639,-12.757634
1640,-10.990421
1641,-9.919208
1642,-11.834422
1643,-15.057377
1644,-12.6399145
1645,-10.636728
1646,-15.492688
1647,-11.74179
1648,-12.791111
1649,-19.103815
1650,-12.453246
1651,-13.010095
1652,-16.621313
1653,-11.9021015
1654,-12.962469
1655,-13.760375
1656,-22.885435
1657,-15.007183
1658,-13.839474
1659,-14.85042
1660,-14.844115
1661,-10.874506
1662,-12.450469
1663,-10.244054
1664,-17.537706
1665,-18.36809
